name;url;description;pub_date;authors;cobertura-geografica;countries;federatives;cities;email;type_artigo;type_materia_jornalistica;type_aplicativo_plataforma;type_painel;type_conjunto_de_dados;type_inteligencia_artificial;type_estudo;type_bot;type_outro;topics_agricultura_extrativismo_pesca;topics_assistencia_desenvolvimento_social;topics_ciencia_informacao_comunicacao;topics_comercio_servicos_turismo;topics_cultura_lazer_esporte;topics_dados_estrategicos;topics_defesa_seguranca;topics_economia_financas;topics_educacao;topics_energia;topics_equipamentos_publicos;topics_geografia;topics_governo_politica;topics_habitacao_saneamento_urbanismo;topics_industria;topics_justica_legislacao;topics_meio_ambiente;topics_plano_plurianual;topics_relacoes_internacionais;topics_saude;topics_trabalho;topics_transportes_transito;tags;url_source;url_image;data_name;data_institution;data_url;data_periodical;continuar;data_name_2;data_institution_2;data_url_2;data_periodical_2;segunda_repeticao;data_name_3;data_institution_3;data_url_3;data_periodical_3;terceira_repeticao;data_name_4;data_institution_4;data_url_4;data_periodical_4;quarta_repeticao;data_name_5;data_institution_5;data_url_5;data_periodical_5;quinta_repeticao;data_name_6;data_institution_6;data_url_6;data_periodical_6;sexta_repeticao;data_name_7;data_institution_7;data_url_7;data_periodical_7;setima_repeticao;data_name_8;data_institution_8;data_url_8;data_periodical_8;oitava_repeticao;data_name_9;data_institution_9;data_url_9;data_periodical_9;nona_repeticao;data_name_10;data_institution_10;data_url_10;data_periodical_10;comment
Alta incidência: suicídio entre crianças e jovens preocupa especialistas e acende alerta para pais e responsáveis;https://tribunahoje.com/especial/2024/10/25/56-alta-incidencia-suicidio-entre-criancas-e-jovens-preocupa-especialistas-e-acende-alerta-para-pais-e-responsaveis;O aumento alarmante dos casos de suicídio entre crianças e jovens em Alagoas preocupa especialistas e acende um alerta para pais e responsáveis. Em 2024, a taxa de suicídios nessa faixa etária cresceu significativamente, refletindo não apenas questões emocionais e psicológicas, mas também o impacto da pandemia e das redes sociais. Psicólogos e psiquiatras destacam a importância da prevenção, com atenção especial ao ambiente familiar, escolar e social. O diagnóstico precoce de transtornos mentais e a promoção de um ambiente saudável e de apoio são fundamentais para enfrentar essa grave questão.;25/10/2025;"Thayanne Magalhães; Lucas França";unidades-federativas;;AL;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;"infância; juventude; suicídio; saúde pública";https://;https://;Coorte de 100 Milhões de Brasileiros;Fiocruz;https://appcoorte.cidacs.org/home;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
A Constituição dos Sonhos;https://www12.senado.leg.br/noticias/constituicao-dos-sonhos/;A Constituição dos Sonhos resgata um momento crucial da história brasileira: a participação popular na elaboração da Constituição de 1988, após 21 anos de ditadura militar. A reportagem explora uma base de dados pouco conhecida com as mais de 72 mil cartas enviadas por cidadãos à Assembleia Constituinte, revelando o perfil dos remetentes e os principais temas abordados nas mensagens. Além disso, disponibilizou todo o acervo de cartas para consulta por meio de uma aplicação interativa. O projeto confere um olhar jornalístico moderno a um arquivo histórico praticamente esquecido.;04/10/2024;"Florian Augusto de Abreu Coutinho Madruga; Silvio Burle de Menezes; Luiz Henrique Gonzaga Machado; Fabiano Parente; Matheus Bezerra; Bernardo Ururahy; Mateus Mativi";paises;Brasil;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;"Constituição de 1988; Assembleia Nacional Constituinte; democracia; participação popular";https://;https://www12.senado.leg.br/noticias/++plone++senado_noticias/constituicao-dos-sonhos/img/constituinte_sem_povo.png;Cartas para Assembleia Nacional Constituinte;Senado Federal;https://www12.senado.leg.br/noticias/++plone++senado_noticias/constituicao-dos-sonhos/dados/Base%20SAIC.csv;2;1;Pesquisa Nacional por Amostra de Domicílios (PNAD) - 1987;IBGE;https://biblioteca.ibge.gov.br/index.php/biblioteca-catalogo?view=detalhes&id=221544;2;1;Números do e-Cidadania (2012-2024);Senado Federal;https://www12.senado.leg.br/ecidadania/documentos/home/resultados;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Vereadores pelo país tentam barrar o acesso ao aborto legal - Link para a matéria: https://azmina.com.br/reportagens/vereadores-pelo-pais-tentam-barrar-o-acesso-ao-aborto-legal/ - Vereadores pelo país tentam barrar o acesso ao aborto legal - AzMina;https://azmina.com.br/reportagens/vereadores-pelo-pais-tentam-barrar-o-acesso-ao-aborto-legal/;"A reportagem ""Vereadores pelo país tentam barrar o acesso ao aborto legal” traça um panorama das frentes contrárias aos direitos reprodutivos nas câmaras municipais das capitais do país a partir de dados abertos. Entre 2017 e 2025, foram protocolados 103 projetos de lei que mencionam “aborto” ou “nascituro”, cerca de 67% têm o objetivo de restringir o acesso ao aborto legal, e muitos são considerados inconstitucionais., , Vereadores propuseram medidas que dificultam o acesso ao aborto legal, como: obrigar a ouvir batimentos cardíacos do feto e notificações compulsórias dos abortos à Secretaria de Saúde ou à polícia, exigências classificadas como violação dos direitos humanos, conforme precedentes do Comitê de Direitos Humanos da ONU. Entre as capitais mais ativas na pauta, o Rio de Janeiro lidera com 15 propostas, depois Fortaleza com 13 e São Paulo com 11. A capital paulista é a única onde há mais projetos em defesa do aborto legal do que restritivos. Para a apuração foi utilizada a Lei de Acesso à Informação (LAI) e os sites oficiais das Câmaras.";13/03/2025;Maria Paula Monteiro;paises;Brasil;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;"aborto legal; gênero; projetos de lei";https://;https://azmina.com.br/wp-content/uploads/2025/03/Info1-1.png;Estabelecimentos de Saúde;Ministério da Saúde;http://tabnet.datasus.gov.br/cgi/tabcgi.exe?cnes/cnv/servc2br.def;2;1;Projetos de Lei sobre aborto (2017-2024);Câmaras Municipais das capitais do Brasil;https://;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Como ocorrem os deslizamentos. E como reduzir riscos;https://www.nexojornal.com.br/grafico/2025/02/14/deslizamento-de-terra-por-que-acontece-e-o-que-fazer;O material explica os fatores naturais e humanos que provocam movimentos de massa no Brasil, os famosos deslizamentos de terra. Esses eventos são mais comuns nos períodos de chuva e são uma das principais causas de fatalidades relacionadas a eventos climáticos no país., , O conteúdo combina explicações científicas acessíveis com gráficos didáticos e mapas interativos que identificam as áreas de maior risco no país. Dados oficiais foram utilizados para mostrar a extensão da vulnerabilidade geológica nacional, com destaque para os municípios mais atingidos.;14/02/2025;"Giovanna Hemerly; Mariana Vick; Gabriel Zanlorenssi";paises;Brasil;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;"deslizamentos; chuvas; riscos";https://;https://graficos-2.s3.sa-east-1.amazonaws.com/assets_interativos/2025/deslizamentos/deslizamentos-parte-1-Mobile.png;Mapa de Prevenção de Desastres;Ministério de Minas e Energia;https://geoportal.sgb.gov.br/desastres/;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
"Bahia registra mais 34 mil denúncias de violação de direitos em 2024; idosos e crianças são maiores vítimas";https://www.bahianoticias.com.br/noticia/301448-bahia-registra-mais-34-mil-denuncias-de-violacao-de-direitos-em-2024-idosos-e-criancas-sao-maiores-vitimas;A reportagem analisa os dados do Painel de Dados da Ouvidoria Nacional de Direitos Humanos, no que diz respeito às violações de direitos humanos na Bahia em 2024, tendo como gancho o Dia Mundial da Justiça Social.;20/02/2025;Maria Eduarda Pinto;unidades-federativas;;BA;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"direitos humanos; justiça social; denúncias";https://;https://;Denúncias de violações de direitos humanos recebidas pela Ouvidora Nacional de Direitos Humanos;Ministério dos Direitos Humanos e da Cidadania;https://www.gov.br/mdh/pt-br/ondh/painel-de-dados/2024;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
"‘Como eu vou olhar para o futuro diante de tudo isso?’; Maré totaliza 39 operações policiais em 10 meses";https://vozdascomunidades.com.br/destaques/como-eu-vou-olhar-para-o-futuro-diante-de-tudo-isso-mare-totaliza-39-operacoes-policiais-em-10-meses/#google_vignette;A matéria jornalística aponta os excessos de violência cometidos em operações policiais no Complexo da Maré, no Rio de Janeiro.;17/10/2024;Samantha Millan;municipios;;;Rio de Janeiro (RJ);;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"violência policial; favela; direitos humanos";https://;https://img.vozdascomunidades.com.br/wp-content/uploads/2024/10/17143353/IMG-20241017-WA0024-900x600.jpg;Segurança Pública na Maré;Redes da Maré;https://www.redesdamare.org.br/media/downloads/arquivos/BoletimDireitoSegPublicaADPF25.pdf;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Um em cada 10 mineiros vive perto de barragens em risco de colapso;https://www.em.com.br/gerais/2025/03/7091689-um-em-cada-10-mineiros-vive-perto-de-barragens-em-risco-de-colapso.html;Reportagem orientada por dados que teve como objetivo levantar o número de moradores de Minas Gerais que vivem no perímetro de 10 quilômetros das 43 barragens em algum nível de alerta no estado, de acordo com a classificação da Agência Nacional de Mineração (ANM). O material também ouviu essas pessoas para humanizar o problema e detalhar a angústia de conviver com tal perigo.;24/03/2025;Gabriel Ronan;unidades-federativas;;MG;;;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;"barragens; risco; desastres ambientais";https://;https://midias.em.com.br/_midias/png/2025/03/23/vizinhos_do_medo-48507206.png;Barragens de Mineração;Agência Nacional de Mineração;https://dados.gov.br/dados/organizacoes/visualizar/agencia-nacional-de-mineracao;2;1;Censo 2022;IBGE;https://censo2022.ibge.gov.br/apps/pgi/#/home;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Como produto de trabalho escravo vai parar na sua calçada;https://www.bbc.com/portuguese/articles/c20xkrxny32o;A reportagem revela o uso de mão de obra escrava em obras de pavimentação em escala, com levantamento extenso de dados e documentos, investigação em campo e rastreamento da origem de recursos.;09/04/2025;"Luiz Fernando Toledo; Vitor Serrano; Caroline Souza";municipios;;;Taperoá (PB);;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;"trabalho escravo; mineração; pavimentação";https://;https://ichef.bbci.co.uk/ace/ws/800/cpsprodpb/cec5/live/a8ca9950-147e-11f0-8a1e-3ff815141b98.png.webp;Trabalho Análogo à Escravidão;Ministério do Trabalho e Emprego;https://www.gov.br/trabalho-e-emprego/pt-br/assuntos/inspecao-do-trabalho/areas-de-atuacao/copy_of_combate-ao-trabalho-escravo-e-analogo-ao-de-escravo;2;1;Contratos;Prefeitura Municipal de Taperoá;https://taperoa.pb.gov.br/assuntos/portal-da-transparencia;2;1;Contratos de Obras Públicas;Controladoria Geral do Estado do Piauí;https://transparencia2.pi.gov.br/contratos;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Como o uso das redes sociais afeta o psicológico dos adolescentes;https://www.pucsp.br/puccheck/como-o-uso-das-redes-sociais-afetam-o-psicologico-dos-adolescentes;Discute como as plataformas digitais podem promover tanto sensações de bem‑estar quanto desencadear prejuízos à saúde mental dos jovens. Embora proporcionem sensação de conexão e momentos positivos, o uso excessivo pode gerar ansiedade, depressão, alterações físicas (como dores e problemas de visão), dificuldades cognitivas (como déficit de atenção e memória) e fomentar uma espécie de “fuga da realidade” .;09/09/2024;"Giulia Dadamo; Mohara Cherubin";mundial;;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;"Saúde mental; redes sociais; adolescentes";https://;https://;Uso de Redes Sociais por Adolescentes;"Yvonne Kelly; Afshin Zilanawala; Cara Booker; Amanda Sacke";https://www.thelancet.com/journals/eclinm/article/PIIS2589-5370(18)30060-9/fulltext;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Série especial: “Ele não mora mais aqui”;https://cbnparaiba.com.br/serie-especial-ele-nao-mora-mais-aqui/;A série de reportagens trata do abandono de mulheres que têm doenças graves ou que precisam se dedicar integralmente ao cuidado de pessoas doentes.;31/01/2025;"Hebert Araújo; Evellyn Lima; André Bezerra";unidades-federativas;;PB;;;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;"doenças; gênero; cuidado";https://;https://;Estatísticas de Câncer;Ministério da Saúde;https://www.gov.br/inca/pt-br/assuntos/cancer/numeros;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Natal sem respostas;https://www.rampasuerj.com.br/post/natal-sem-respostas;A reportagem conta com um dado alarmante no Rio de Janeiro: o alto número de pessoas desparecidas. Também foram discutidas as falhas presentes no processo de investigação desses casos através de relatos e experiências de mães e familiares.;23/12/2024;"Beatriz Araujo; Everton Victor";municipios;;;Rio de Janeiro (RJ);;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"pessoas desaparecidas; segurança pública; família; memória";https://;https://static.wixstatic.com/media/56763a_1dafe79241314a1e8afc749aed3cd3bf~mv2.jpg/v1/fill/w_972, h_648, al_c, q_85, usm_0.66_1.00_0.01, enc_avif, quality_auto/56763a_1dafe79241314a1e8afc749aed3cd3bf~mv2.jpg;Desaparecimentos;Fórum Brasileiro de Segurança Pública;https://forumseguranca.org.br/wp-content/uploads/2024/07/anuario-2024.pdf;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
“Sem meu filho eu vou morrendo aos poucos”;https://www.rampasuerj.com.br/post/sem-meu-filho-eu-vou-morrendo-aos-poucos;A matéria traz um recorde sobre um dado: o número de desaparecidos. A partir de casos, abordo como o desamparo a este grupo existe e sobretudo a diferença nos casos de desaparecidos - a partir do dado geral - e trago para essas realidades que encontram o mesmo problema: a falta de apoio do Estado e, ao mesmo tempo, as mães se unem umas as outras para continuar buscando seus filhos.;10/12/2024;Everton Victor;municipios;;;Rio de Janeiro (RJ);;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"pessoas desaparecidas; segurança pública; família; luto";https://;https://;Desaparecimentos;Fórum Brasileiro de Segurança Pública;https://forumseguranca.org.br/wp-content/uploads/2023/07/anuario-2023.pdf;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
O filme da CIA que preparou o golpe de 64 no Brasil;https://vermelho.org.br/coluna/o-filme-da-cia-que-preparou-o-golpe-de-64-no-brasil/;Com a abertura dos arquivos sigilosos do assassinato de John F. Kennedy, temos as provas documentais de que São Paulo, Brasília, Rio de Janeiro, Recife e Porto Alegre abrigavam bases secretas da CIA na década de 1960, para fazer espionagem no território brasileiro. Mas antes dos documentos agora revelados, já possuíamos uma prova eloquente da preparação do golpe no Brasil: o filme documentário “Brazil: The Troubled Land”. Ele interpretava a luta pela terra em Pernambuco, e foi realizado para a rede de televisão norte-americana ABC, com imagens de 1961.;20/03/2025;;municipios;;;São Paulo (SP), Brasília (DF), Rio de Janeiro (RJ), Recife (PE), Porto Alegre (RS);Urariano Mota;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"golpe militar; CIA; bases militares; EUA";https://;https://;Registros do Assassinato de JFK;National Archives and Records Administration;https://www.archives.gov/research/jfk/release-2025;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
PcDs no ensino superior quase triplicam em dez anos, mas ainda são menos de 1% dos estudantes;https://noticias.r7.com/brasilia/pcds-no-ensino-superior-quase-triplicam-em-dez-anos-mas-ainda-sao-menos-de-1-dos-estudantes-07052025/;Através da análise de dados, a reportagem descobriu que o número de estudantes PcDs no ensino superior cresceu muito nos últimos anos, no entanto, ainda representam menos de 1% da população com deficiência do Brasil. Ou seja, mesmo com o acesso aberto com a Lei de Cotas, os desafios do ensino superior ainda restrigem o acesso para estudantes com alguma deficiência. Por isso, conversamos com diversos estudantes que contaram a sua experiência e também com especialistas e professores que abordaram os caminhos para a inclusão e acessibilidade.;07/05/2025;Edis Henrique Peres;paises;Brasil;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;"pessoas com deficiência; ensino superior";https://;https://;PcDs no Ensino Superior;INEP;https://www.gov.br/inep/pt-br/areas-de-atuacao/pesquisas-estatisticas-e-indicadores/censo-da-educacao-superior/resultados;2;1;PcDs na Pós-Graduação;CAPES;https://www.gov.br/capes/pt-br/centrais-de-conteudo/24122024_Relatorio_2517752_23.12.2024___GT_Equidade_e_Assimetrias_DOI.pdf;2;1;PNAD Contínua - Pessoas com Deficiência 2022;IBGE;https://biblioteca.ibge.gov.br/index.php/biblioteca-catalogo?view=detalhes&id=2102013;2;1;PcDs no Ensino Superior;IBGE;https://www.ibge.gov.br/estatisticas/sociais/justica-e-seguranca/29540-2013-pesquisa-nacional-de-saude.html?=&t=microdados;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
PIB de municípios pobres do Piauí sobe até 615% após chegada de usinas de energias renováveis;https://pinegocios.com.br/noticia/2346-pib-de-municipios-pobres-do-piaui-sobe-ate-615-apos-chegada-de-usinas-de-energias-renovaveis;Nos últimos dez anos, municípios com os piores indicadores socioeconômicos do Piauí têm tido impactos econômicos surpreendentes, graças à instalação de grandes complexos de energia renovável. A chegada dos investimentos levou renda, emprego e influenciou o surgimento de outras empresas. Por meio de dados e gráficos, a reportagem mostra a diferença do PIB e arrecadação dos municípios antes e depois da instalação dos complexos.;31/07/2024;"Robert Pedrosa; João Victor Peixe; Emelly Caroline Alves";unidades-federativas;;PI;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;"energias renováveis; desenvolvimento econômico local; energia eólica; energia solar";https://;https://www.piauinegocios.com.br/controle/arquivos/images/eolica-lagoa-dos-ventos-enel-green-power-brasil.jpeg;PIB por Município;IBGE;https://www.ibge.gov.br/apps/pibmunic/#/home;2;1;Piauí em Dados - Energia Eólica e Solar;Investe Piauí (Governo do Estado do Piauí);https://investepiaui.com/piaui-em-dados-landing-page/;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Mulheres foram maioria entre candidatos que não receberam votos na última eleição municipal;https://noticias.r7.com/eleicoes-2024/mulheres-foram-maioria-entre-candidatos-que-nao-receberam-votos-na-ultima-eleicao-municipal-21092024/;Com o banco de dados abertos do TSE, levantamos o número de candidatas mulheres que receberam 0 votos na última eleição municipal. O levantamento é importante porque demonstra que mesmo com a Lei de Cotas, que obriga 30% de vagas para o público feminino, alguns partidos encontram formas de driblar a legislação. Isso porque, a ausência de votos é um dos indicativos de fraude na cota.;21/09/2024;Edis Henrique Peres;paises;Brasil;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"gênero; cotas de gênero; eleições municipais";https://;https://;Eleições Municipais 2020;TSE;https://dadosabertos.tse.jus.br/dataset/?groups=resultados&tags=Ano+2020;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Exclusivo: como bancos e dinheiro público financiam o colapso da Amazônia;https://sumauma.com/exclusivo-como-bancos-e-dinheiro-publico-financiam-o-colapso-da-amazonia/;A reportagem revela como o sistema financeiro brasileiro — incluindo bancos públicos e privados — segue liberando bilhões de reais em crédito rural para imóveis rurais com embargos ambientais, indícios de grilagem e desmatamento ilegal em áreas protegidas da Amazônia.;10/03/2025;"Catarina Barbosa; Ana Magalhães; Eliane Brum; Talita Bedinelli; Plínio Lopes; Viviane Zandonadi; João Laet";unidades-federativas;;AC, AM, RO;;;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;"Amazônia; Amacro; desmatamento; infrações ambientais; crédito rural";https://;https://;Supressão da Vegetação Nativa;INPE;https://terrabrasilis.dpi.inpe.br/;2;1;Crédito Rural;Banco Central do Brasil;https://www.bcb.gov.br/estabilidadefinanceira/micrrural;2;1;Termos de Embargo;Ibama;https://dados.gov.br/dados/conjuntos-dados/termos-de-embargo;2;1;Unidades de Conservação;Ministério do Meio Ambiente e Mudança do Clima;https://dados.gov.br/dados/conjuntos-dados/unidadesdeconservacao;2;1;Terras Indígenas;FUNAI;https://www.gov.br/funai/pt-br/atuacao/terras-indigenas/geoprocessamento-e-mapas;2;1;Assentamentos Rurais;INCRA;https://www.gov.br/incra/pt-br/assuntos/reforma-agraria/assentamentos-relacao-de-projetos;2;1;Cadastro Ambiental Rural;Ministério da Gestão e da Inovação em Serviços Públicos;https://portaldadosabertos-h.dados.gov.br/dados/conjuntos-dados/car---cadastro-ambiental-rural-teste;2;1;Malhas territoriais;IBGE;https://www.ibge.gov.br/geociencias/organizacao-do-territorio/malhas-territoriais.html;2;2;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Justiça expõe nomes de mulheres e crianças vítimas de estupro e violência doméstica em mandados de prisão;https://g1.globo.com/politica/noticia/2025/06/01/contra-a-lei-justica-expoe-nomes-e-enderecos-de-criancas-e-mulheres-vitimas-de-estupro-e-violencia-domestica.ghtml;A reportagem revelou que 120 mulheres e crianças vítimas de estupro, violência doméstica e tentativas de feminicídio tiveram seus nomes expostos ilegalmente pela Justiça brasileira em mandados de prisão disponíveis publicamente no Banco Nacional de Mandados de Prisão (BNMP). Em alguns casos, além do nome, a Justiça também estava expondo os detalhes de abusos sexuais e agressões sofridos por essas vítimas. O g1 analisou 123 mil documentos e identificou graves violações ao sigilo previsto em lei, com vítimas citadas nominalmente em ordens expedidas por 19 tribunais de Justiça. Além de revelar a exposição, a investigação mostrou uma incongruência do principal órgão do Judiciário brasileiro: enquanto o CNJ expõe nomes de vítimas, nega o acesso público a informações fundamentais para identificar procurados pela Justiça, como o número do CPF dos foragidos.;01/06/2025;Judite Cypreste;paises;Brasil;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"exposição de dados; violência sexual; violência doméstica; mulheres; crianças";https://;https://s2-g1.glbimg.com/t551LIgRM3DvAxjIepGbdask5IU=/0x0:651x3209/984x0/smart/filters:strip_icc()/i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2025/S/G/8qPyDeTv6QMA5qmVY4Sw/g1-arte-vitimas-expostas-v3.jpg;Mandados de Prisão;Conselho Nacional de Justiça;https://www.cnj.jus.br/sistema-carcerario/bnmp-3-0/;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Candidatos disputam eleição com mandados de prisão em aberto;https://g1.globo.com/politica/eleicoes/2024/eleicao-em-numeros/noticia/2024/09/18/exclusivo-eleicoes-2024-candidatos-alvos-de-mandados-de-prisao-em-aberto.ghtml;Um cruzamento inédito feito pelo g1 revelou que ao menos 61 candidatos nas eleições municipais de 2024 eram alvos de mandados de prisão em aberto. Para fazer a reportagem, o g1 analisou 302.509 mandados de prisão disponíveis publicamente no Banco Nacional de Mandados de Prisão (BNMP), e também a base de dados de registros de candidatura do TSE, com um total de 461.564 registros.;18/09/2024;"Judite Cypreste; Camila da Silva";paises;Brasil;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;"eleições municipais; mandados de prisão";https://;https://;Mandados de Prisão;Conselho Nacional de Justiça;https://www.cnj.jus.br/sistema-carcerario/bnmp-3-0/;2;1;Candidaturas;TSE;https://divulgacandcontas.tse.jus.br/divulga/#/home;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Asfalto, campos de futebol, drones e lancha: para onde iriam as emendas suspensas por Dino;https://g1.globo.com/politica/noticia/2025/01/14/asfalto-campos-de-futebol-drones-lancha-e-os-estados-mais-beneficiados-para-onde-iriam-as-emendas-suspensas-por-dino.ghtml;A reportagem explora todas 7.894 emendas parlamentares de comissão que foram suspensas pelo ministro do STF, Flávio Dino, em dezembro de 2024. A proposta foi identificar as destinações de cada uma.;14/01/2025;Vinícius Cassela;paises;Brasil;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"emendas parlamentares; STF; transparência";https://;https://;Destinação de Emendas por UF;CGU;https://portaldatransparencia.gov.br/emendas/visao-geral;2;1;Habitantes por município;IBGE;https://www.ibge.gov.br/cidades-e-estados;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
Transparência Brasil aponta repasses de R$ 8, 5 bilhões em emendas parlamentares 'paralelas';https://g1.globo.com/politica/noticia/2025/05/31/transparencia-brasil-aponta-repasses-de-r-85-bilhoes-em-emendas-parlamentares-secretas.ghtml;"Em um trabalho de análise conjunta entre o g1 e a Transparência Brasil, analisaram e detectaram a existência de R$ 11, 5 bilhões em emendas parlamentares ""ocultas"" à listagem de emendas divulgadas pelo Congresso Nacional.";31/05/2025;"Vinícius Cassela; Vladmir Netto";paises;Brasil;;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;"emendas parlamentares paralelas; transparência";https://;https://;Emendas Parlamentares;Transparência Brasil;https://www.transparencia.org.br/downloads/publicacoes/emendas_bancada_nao_impositivas_2025.pdf;2;1;Emendas Parlamentares;CGU;https://portaldatransparencia.gov.br/emendas/visao-geral;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cadastrado por Jacqueline (Ceweb.br)
